TAGGABLE_TYPE,TAGGABLE_ID,ATTRIBUTE_TAG,VALUE_TAG
Token,355852,PSEM,CAUSAL_instrument
Token,355955,PSEM,BENEFICIARY_beneficiary
Token,355997,PSEM,SOURCE_outof
Token,356035,PSEM,CAUSAL_instrument
Token,356091,PSEM,CAUSAL_reason
Token,356137,PSEM,RECIPIENT
Token,356139,PSEM,CAUSAL_reason
Token,356167,PSEM,BENEFICIARY_behalf
Token,356186,PSEM,LOCATION_within_among
Token,356234,PSEM,SOURCE_outof
Token,356243,PSEM,SOURCE_outof
Token,356259,PSEM,TIME_from
Token,356321,PSEM,TIME_from
Token,356334,PSEM,DIRECTION_to
Token,356341,PSEM,SOURCE_partitive
Token,356383,PSEM,DIRECTION_to
Token,356392,PSEM,DIRECTION_to
Token,356417,PSEM,TOPIC
Token,356425,PSEM,DIRECTION_to
Token,356470,PSEM,DIRECTION_to
Token,356478,PSEM,SOURCE_outof
Token,356513,PSEM,CAUSAL_reason
Token,356540,PSEM,SOURCE_partitive
Token,356544,PSEM,RECIPIENT
Token,356570,PSEM,DIRECTION_to
Token,356605,PSEM,LOCATION_within_among
Token,356672,PSEM,CAUSAL_reason
Token,356711,PSEM,TIME_within_during
Token,356733,PSEM,CAUSAL_instrument
Token,356743,PSEM,CAUSAL_instrument
Token,356786,PSEM,CAUSAL_instrument
Token,356819,PSEM,SOURCE_outof
Token,356840,PSEM,DIRECTION_to
Token,356851,PSEM,MANNER
Token,356874,PSEM,CAUSAL_instrument
Token,356878,PSEM,SOURCE_outof
Token,356949,PSEM,DIRECTION_to
Token,357011,PSEM,LOCATION_on
Token,357032,PSEM,LOCATION_near
Token,357043,PSEM,LOCATION_near
Token,357079,PSEM,SOURCE_outof
Token,357100,PSEM,SOURCE_outof
Token,357164,PSEM,DIRECTION_to
Token,357173,PSEM,CAUSAL_instrument
Token,357194,PSEM,CAUSAL_instrument
Token,357207,PSEM,SOURCE_partitive
Token,357224,PSEM,DIRECTION_to
Token,357283,PSEM,SOURCE_awayfrom
Token,357302,PSEM,CAUSAL_instrument
Token,357329,PSEM,BENEFICIARY_beneficiary
Token,357339,PSEM,CAUSAL_instrument
Token,357354,PSEM,CAUSAL_reason
Token,357358,PSEM,TOPIC
Token,357527,PSEM,DIRECTION_after
Token,357596,PSEM,DIRECTION_to
Token,357693,PSEM,SOURCE_partitive
Token,357772,PSEM,DIRECTION_to
Token,357801,PSEM,BENEFICIARY_beneficiary
Token,357838,PSEM,LOCATION_near
Token,357875,PSEM,SOURCE_partitive
Token,357960,PSEM,MANNER
Token,358029,PSEM,DIRECTION_to
Token,358049,PSEM,SOURCE_partitive
Token,358065,PSEM,SOURCE_partitive
Token,358135,PSEM,DIRECTION_to
Token,358175,PSEM,MANNER
Token,358234,PSEM,CAUSAL_agent
Token,358341,PSEM,PURPOSE
Token,358345,PSEM,PURPOSE
Token,358382,PSEM,DIRECTION_to
Token,358405,PSEM,TIME_within_during
Token,358466,PSEM,DIRECTION_to
Token,358571,PSEM,MANNER
Token,358646,PSEM,LOCATION_over
Token,358656,PSEM,CAUSAL_reason
Token,358666,PSEM,TIME_from
Token,358713,PSEM,DIRECTION_onto
Token,358715,PSEM,DIRECTION_onto
Token,358832,PSEM,LOCATION_on
Token,358951,PSEM,PATH
Token,358956,PSEM,RECIPIENT
Token,358982,PSEM,TOPIC
Token,358998,PSEM,LOCATION_near
Token,359056,PSEM,TIME_from
Token,359068,PSEM,TIME_after
Token,359131,PSEM,LOCATION_on
Token,359136,PSEM,TIME_within_during
Token,359179,PSEM,DIRECTION_to
Token,359258,PSEM,DIRECTION_to
Token,359262,PSEM,TIME_after
Token,359270,PSEM,SOURCE_outof
Token,359279,PSEM,CAUSAL_reason
Token,359310,PSEM,DIRECTION_to
Token,359370,PSEM,CAUSAL_reason
Token,359408,PSEM,SOURCE_awayfrom
Token,359416,PSEM,DIRECTION_to
Token,359420,PSEM,DIRECTION_to
Token,359519,PSEM,LOCATION_on
Token,359570,PSEM,DIRECTION_to
Token,359578,PSEM,LOCATION_near
Token,359601,PSEM,LOCATION_near
Token,359606,PSEM,LOCATION_near
Token,359644,PSEM,DIRECTION_to
Token,359730,PSEM,DIRECTION_to
Token,359736,PSEM,DIRECTION_to
Token,359745,PSEM,DIRECTION_to
Token,359794,PSEM,CAUSAL_reason
Token,359883,PSEM,SOURCE_partitive
Token,359951,PSEM,TIME_after
Token,360093,PSEM,CAUSAL_instrument
Token,360098,PSEM,TIME_after
Token,360106,PSEM,LOCATION_near
Token,360128,PSEM,SOURCE_outof
Token,360138,PSEM,SOURCE_partitive
Token,360169,PSEM,TIME_within_during
Token,360182,PSEM,LOCATION_on
Token,360236,PSEM,CAUSAL_reason
Token,360313,PSEM,DIRECTION_onto
Token,360332,PSEM,SOURCE_partitive
Token,765978,PSEM,DIRECTION_onto
Token,360602,PSEM,TIME_within_duringactivity
Token,360605,PSEM,LOCATION_on
Token,360647,PSEM,RECIPIENT
Token,360659,PSEM,DIRECTION_to
Token,377923,PSEM,CAUSAL_instrument
Token,377935,PSEM,TIME_after
Token,377939,PSEM,CAUSAL_instrument
Token,377943,PSEM,TIME_within_during
Token,377961,PSEM,SOURCE_outof
Token,763110,PSEM,CAUSAL_instrument
Token,763115,PSEM,TIME_after
Token,378005,PSEM,TIME_within_during
Token,378016,PSEM,RECIPIENT
Token,378030,PSEM,LOCATION_within_inside
Token,378042,PSEM,DIRECTION_onto
Token,378049,PSEM,LOCATION_within_inside
Token,378053,PSEM,LOCATION_within_inside
Token,378060,PSEM,DIRECTION_upto
Token,378085,PSEM,DIRECTION_to
Token,378111,PSEM,DIRECTION_to
Token,378140,PSEM,SOURCE_outof
Token,378215,PSEM,TIME_within_during
Token,378221,PSEM,LOCATION_within_inside
Token,378250,PSEM,CAUSAL_instrument
Token,378253,PSEM,TOPIC
Token,378265,PSEM,LOCATION_within_among
Token,378280,PSEM,BENEFICIARY_behalf
Token,378357,PSEM,TIME_within_during
Token,378364,PSEM,LOCATION_near
Token,378371,PSEM,TIME_from
Token,378422,PSEM,SOURCE_partitive
Token,378456,PSEM,DIRECTION_to
Token,378467,PSEM,TIME_within_duringactivity
Token,378477,PSEM,LOCATION_near
Token,378511,PSEM,DIRECTION_onto
Token,378536,PSEM,LOCATION_within_inside
Token,378543,PSEM,SOURCE_outof
Token,378547,PSEM,LOCATION_under
Token,378635,PSEM,DIRECTION_to
Token,378670,PSEM,RECIPIENT
Token,378692,PSEM,COMITATIVE
Token,378741,PSEM,CAUSAL_instrument
Token,378749,PSEM,TIME_within_during
Token,378758,PSEM,SOURCE_partitive
Token,378762,PSEM,DIRECTION_onto
Token,378791,PSEM,DIRECTION_onto
Token,378796,PSEM,DIRECTION_onto
Token,378800,PSEM,TIME_within_during
Token,378805,PSEM,SOURCE_partitive
Token,378822,PSEM,LOCATION_on
Token,378877,PSEM,CAUSAL_agent
Token,378880,PSEM,RECIPIENT
Token,378889,PSEM,CAUSAL_instrument
Token,378910,PSEM,CAUSAL_instrument
Token,378932,PSEM,CAUSAL_agent
Token,378938,PSEM,TOPIC
Token,378945,PSEM,LOCATION_before
Token,378950,PSEM,LOCATION_near
Token,378958,PSEM,CAUSAL_reason
Token,378977,PSEM,LOCATION_within_inside
Token,378986,PSEM,LOCATION_within_inside
Token,379005,PSEM,CAUSAL_instrument
Token,379017,PSEM,RECIPIENT
Token,379034,PSEM,POSSESSION
Token,379059,PSEM,DIRECTION_onto
Token,379074,PSEM,LOCATION_within_inside
Token,379110,PSEM,SOURCE_outof
Token,379126,PSEM,DIRECTION_into
Token,379141,PSEM,LOCATION_near
Token,379186,PSEM,RECIPIENT
Token,379202,PSEM,RECIPIENT
Token,379213,PSEM,LOCATION_on
Token,379218,PSEM,PURPOSE
Token,379244,PSEM,LOCATION_within_inside
Token,379266,PSEM,SOURCE_awayfrom
Token,379284,PSEM,TIME_within_during
Token,379322,PSEM,CAUSAL_instrument
Token,379333,PSEM,LOCATION_on
Token,379342,PSEM,LOCATION_near
Token,379367,PSEM,TIME_within_during
Token,379378,PSEM,LOCATION_within_distributive
Token,379396,PSEM,DIRECTION_to
Token,379407,PSEM,TIME_within_distributive
Token,379409,PSEM,DIRECTION_onto
Token,379421,PSEM,TIME_within_during
Token,379433,PSEM,TIME_from
Token,379442,PSEM,TIME_within_distributive
Token,379444,PSEM,LOCATION_near
Token,379455,PSEM,SOURCE_outof
Token,379479,PSEM,DIRECTION_to
Token,379487,PSEM,DIRECTION_to
Token,379496,PSEM,SOURCE_outof
Token,379518,PSEM,CAUSAL_instrument
Token,379586,PSEM,PURPOSE
Token,379590,PSEM,LOCATION_near
Token,379602,PSEM,CAUSAL_reason
Token,379619,PSEM,DIRECTION_to
Token,379621,PSEM,LOCATION_near
Token,379634,PSEM,RECIPIENT
Token,379643,PSEM,TOPIC
Token,379690,PSEM,LOCATION_before
Token,379733,PSEM,CAUSAL_instrument
Token,379753,PSEM,CAUSAL_instrument
Token,379760,PSEM,LOCATION_before
Token,379771,PSEM,MANNER
Token,379786,PSEM,CAUSAL_instrument
Token,379802,PSEM,PURPOSE
Token,379814,PSEM,SOURCE_outof
Token,379840,PSEM,CAUSAL_instrument
Token,379844,PSEM,TIME_from
Token,379860,PSEM,SOURCE_outof
Token,379869,PSEM,MANNER
Token,379874,PSEM,RECIPIENT
Token,379898,PSEM,TIME_from
Token,379924,PSEM,RECIPIENT
Token,379930,PSEM,RECIPIENT
Token,379934,PSEM,LOCATION_within_inside
Token,379957,PSEM,PURPOSE
Token,379969,PSEM,RECIPIENT
Token,379986,PSEM,CAUSAL_reason
Token,379994,PSEM,CAUSAL_instrument
Token,380012,PSEM,TIME_until
Token,380039,PSEM,TIME_within_during
Token,380052,PSEM,DIRECTION_into
Token,380067,PSEM,SOURCE_outof
Token,380073,PSEM,LOCATION_within_inside
Token,380078,PSEM,CAUSAL_instrument
Token,380082,PSEM,CAUSAL_instrument
Token,380095,PSEM,RECIPIENT
Token,380108,PSEM,TOPIC
Token,380113,PSEM,CAUSAL_reason
Token,380129,PSEM,CAUSAL_instrument
Token,380144,PSEM,SOURCE_outof
Token,380148,PSEM,CAUSAL_instrument
Token,380161,PSEM,CAUSAL_agent
Token,380186,PSEM,LOCATION_under
Token,380191,PSEM,LOCATION_within_among
Token,380193,PSEM,CAUSAL_instrument
Token,380243,PSEM,SOURCE_outof
Token,380248,PSEM,RECIPIENT
Token,380264,PSEM,CAUSAL_instrument
Token,380280,PSEM,DIRECTION_onto
Token,380291,PSEM,TOPIC
Token,380307,PSEM,TOPIC
Token,380320,PSEM,RECIPIENT
Token,380326,PSEM,LOCATION_before
Token,380362,PSEM,CAUSAL_reason
Token,380371,PSEM,BENEFICIARY_behalf
Token,380382,PSEM,LOCATION_on
Token,380394,PSEM,DIRECTION_to
Token,380400,PSEM,RECIPIENT
Token,380415,PSEM,DIRECTION_to
Token,380437,PSEM,LOCATION_within_inside
Token,380444,PSEM,CAUSAL_instrument
Token,380470,PSEM,LOCATION_near
Token,380473,PSEM,BENEFICIARY_malefactive
Token,380477,PSEM,BENEFICIARY_malefactive
Token,380484,PSEM,MANNER
Token,380490,PSEM,BENEFICIARY_malefactive
Token,380530,PSEM,DIRECTION_to
Token,380548,PSEM,TIME_within_duringactivity
Token,380555,PSEM,PURPOSE
Token,380562,PSEM,CAUSAL_instrument
Token,380645,PSEM,LOCATION_on
Token,380654,PSEM,LOCATION_within_among
Token,380673,PSEM,LOCATION_near
Token,380693,PSEM,CAUSAL_agent
Token,380718,PSEM,LOCATION_near
Token,380738,PSEM,SOURCE_partitive
Token,380751,PSEM,LOCATION_near
Token,380765,PSEM,CAUSAL_reason
Token,380782,PSEM,SOURCE_partitive
Token,380832,PSEM,DIRECTION_onto
Token,380865,PSEM,RECIPIENT
Token,380889,PSEM,RECIPIENT
Token,380909,PSEM,LOCATION_near
Token,380919,PSEM,LOCATION_near
Token,380937,PSEM,LOCATION_near
Token,380946,PSEM,DIRECTION_onto
Token,380951,PSEM,DIRECTION_onto
Token,380957,PSEM,CAUSAL_instrument
Token,381017,PSEM,DIRECTION_onto
Token,381047,PSEM,CAUSAL_agent
Token,381077,PSEM,DIRECTION_onto
Token,381090,PSEM,TIME_within_during
Token,381121,PSEM,TIME_within_during
Token,381177,PSEM,MANNER
Token,381184,PSEM,LOCATION_near
Token,381253,PSEM,MANNER
Token,381285,PSEM,TOPIC
Token,381302,PSEM,DIRECTION_onto
Token,381337,PSEM,LOCATION_on
Token,381415,PSEM,RECIPIENT
Token,381423,PSEM,TOPIC
Token,381465,PSEM,TIME_after
Token,381471,PSEM,TIME_within_during
Token,381479,PSEM,DIRECTION_after
Token,381551,PSEM,TOPIC
Token,381570,PSEM,BENEFICIARY_behalf
Token,381582,PSEM,LOCATION_within_distributive
Token,381594,PSEM,TIME_within_during
Token,381606,PSEM,BENEFICIARY_malefactive
Token,381612,PSEM,TIME_within_duringactivity
Token,381660,PSEM,LOCATION_over
Token,381680,PSEM,LOCATION_before
Token,381713,PSEM,LOCATION_before
Token,381781,PSEM,SOURCE_outof
Token,381811,PSEM,BENEFICIARY_malefactive
Token,381851,PSEM,BENEFICIARY_malefactive
Token,381884,PSEM,DIRECTION_to
Token,381943,PSEM,RECIPIENT
Token,381978,PSEM,TIME_after
Token,381990,PSEM,LOCATION_within_inside
Token,382011,PSEM,PURPOSE
Token,382018,PSEM,TIME_after
Token,382063,PSEM,TIME_after
Token,382124,PSEM,SOURCE_awayfrom
Token,382136,PSEM,LOCATION_before
Token,382145,PSEM,LOCATION_over
Token,382148,PSEM,LOCATION_over
Token,382157,PSEM,DIRECTION_onto
Token,382180,PSEM,LOCATION_within_inside
Token,382189,PSEM,TIME_within_during
Token,382252,PSEM,SOURCE_outof
Token,382286,PSEM,LOCATION_over
Token,382308,PSEM,PURPOSE
Token,382313,PSEM,TIME_within_during
Token,382347,PSEM,BENEFICIARY_behalf
Token,382375,PSEM,DIRECTION_onto
Token,382409,PSEM,CAUSAL_instrument
Token,382431,PSEM,DIRECTION_to
Token,382459,PSEM,LOCATION_over
Token,382477,PSEM,CAUSAL_reason
Token,382567,PSEM,LOCATION_on
Token,382627,PSEM,CAUSAL_instrument
Token,382728,PSEM,DIRECTION_to
Token,382762,PSEM,TIME_within_during
Token,382774,PSEM,TOPIC
Token,382862,PSEM,MANNER
Token,382877,PSEM,DIRECTION_into
Token,382899,PSEM,LOCATION_before
Token,383018,PSEM,CAUSAL_instrument
Token,383037,PSEM,BENEFICIARY_malefactive
Token,383046,PSEM,DIRECTION_to
Token,383055,PSEM,LOCATION_near
Token,383073,PSEM,LOCATION_near
Token,383091,PSEM,DIRECTION_to
Token,383108,PSEM,LOCATION_near
Token,383163,PSEM,TIME_within_during
Token,383169,PSEM,BENEFICIARY_malefactive
Token,383178,PSEM,DIRECTION_to_distributive
Token,383185,PSEM,ABSENCE
Token,383199,PSEM,TOPIC
Token,383207,PSEM,DIRECTION_to_distributive
Token,383249,PSEM,CAUSAL_agent
Token,383253,PSEM,TIME_within_duringactivity
Token,383319,PSEM,DIRECTION_upto
Token,383336,PSEM,CAUSAL_reason
Token,383406,PSEM,DIRECTION_to
Token,383425,PSEM,DIRECTION_onto
Token,383434,PSEM,CAUSAL_reason
Token,383445,PSEM,DIRECTION_onto
Token,383458,PSEM,CAUSAL_instrument
Token,383493,PSEM,RECIPIENT
Token,383502,PSEM,TIME_until
Token,383511,PSEM,CAUSAL_reason
Token,383533,PSEM,LOCATION_before
Token,383559,PSEM,LOCATION_within_inside
Token,383578,PSEM,BENEFICIARY_beneficiary
Token,383580,PSEM,RECIPIENT
Token,383586,PSEM,DIRECTION_onto
Token,383616,PSEM,RECIPIENT
Token,383623,PSEM,DIRECTION_to
Token,383625,PSEM,DIRECTION_onto
Token,383630,PSEM,SOURCE_outof
Token,383655,PSEM,LOCATION_over
Token,383671,PSEM,LOCATION_on
Token,383748,PSEM,DIRECTION_to
Token,383755,PSEM,LOCATION_before
Token,383768,PSEM,TIME_within_duringactivity
Token,383784,PSEM,SOURCE_outof
Token,383837,PSEM,PATH
Token,383842,PSEM,DIRECTION_to
Token,383913,PSEM,LOCATION_within_inside
Token,383938,PSEM,BENEFICIARY_malefactive
Token,383948,PSEM,SOURCE_outof
Token,383953,PSEM,DIRECTION_to
Token,383975,PSEM,TIME_within_duringactivity
Token,383996,PSEM,DIRECTION_onto
Token,384109,PSEM,RECIPIENT
Token,384111,PSEM,TIME_within_duringactivity
Token,384130,PSEM,RECIPIENT
Token,384135,PSEM,DIRECTION_to
Token,384175,PSEM,SOURCE_outof
Token,384195,PSEM,SOURCE_outof
Token,384208,PSEM,RECIPIENT
Token,384226,PSEM,LOCATION_before
Token,384242,PSEM,BENEFICIARY_behalf
Token,384259,PSEM,DIRECTION_onto
Token,384351,PSEM,LOCATION_within_inside
Token,384368,PSEM,DIRECTION_to
Token,384430,PSEM,PATH
Token,384436,PSEM,CAUSAL_instrument
Token,384464,PSEM,DIRECTION_to
Token,384488,PSEM,CAUSAL_instrument
Token,384504,PSEM,CAUSAL_instrument
Token,384514,PSEM,RECIPIENT
Token,384542,PSEM,LOCATION_within_inside
Token,384573,PSEM,PATH
Token,384577,PSEM,DIRECTION_to
Token,384591,PSEM,TIME_within_during
Token,384595,PSEM,LOCATION_on
Token,384637,PSEM,DIRECTION_to
Token,384667,PSEM,TIME_within_during
Token,384699,PSEM,DIRECTION_to
Token,384706,PSEM,DIRECTION_to
Token,384756,PSEM,DIRECTION_to
Token,384799,PSEM,LOCATION_within_inside
Token,384807,PSEM,TOPIC
Token,384818,PSEM,LOCATION_near
Token,384861,PSEM,TIME_within_duringactivity
Token,384865,PSEM,TIME_about
Token,384874,PSEM,DIRECTION_to
Token,384908,PSEM,PURPOSE
Token,384930,PSEM,LOCATION_near
Token,384938,PSEM,LOCATION_near
Token,384982,PSEM,DIRECTION_onto
Token,384986,PSEM,TIME_about
Token,385001,PSEM,DIRECTION_onto
Token,385020,PSEM,DIRECTION_onto
Token,385042,PSEM,RECIPIENT
Token,385073,PSEM,TIME_after
Token,385075,PSEM,RECIPIENT
Token,385089,PSEM,TIME_about
Token,385121,PSEM,CAUSAL_agent
Token,385130,PSEM,LOCATION_near
Token,385180,PSEM,DIRECTION_to
Token,385194,PSEM,CAUSAL_reason
Token,385213,PSEM,CAUSAL_agent
Token,385221,PSEM,CAUSAL_agent
Token,385233,PSEM,SOURCE_outof
Token,385254,PSEM,SOURCE_outof
Token,385296,PSEM,DIRECTION_to
Token,385328,PSEM,RECIPIENT
Token,385373,PSEM,TIME_from
Token,385393,PSEM,LOCATION_before
Token,385412,PSEM,LOCATION_before
Token,385433,PSEM,LOCATION_near
Token,385439,PSEM,DIRECTION_to
Token,385452,PSEM,LOCATION_before
Token,385461,PSEM,CAUSAL_agent
Token,385472,PSEM,MANNER
Token,385505,PSEM,CAUSAL_instrument
Token,385520,PSEM,LOCATION_within_inside
Token,385529,PSEM,TIME_after
Token,385538,PSEM,SOURCE_outof
Token,385559,PSEM,CAUSAL_agent
Token,385590,PSEM,LOCATION_on
Token,385597,PSEM,TIME_within_during
Token,385615,PSEM,CAUSAL_agent
Token,385626,PSEM,TIME_after
Token,385646,PSEM,CAUSAL_agent
Token,385663,PSEM,CAUSAL_instrument
Token,385670,PSEM,TOPIC
Token,385685,PSEM,DIRECTION_onto
Token,385695,PSEM,SOURCE_partitive
Token,385705,PSEM,DIRECTION_onto
Token,385752,PSEM,CAUSAL_instrument
Token,385775,PSEM,LOCATION_within_inside
Token,385796,PSEM,RECIPIENT
Token,385799,PSEM,SOURCE_partitive
Token,385804,PSEM,DIRECTION_to
Token,385828,PSEM,TIME_within_duringactivity
Token,385847,PSEM,DIRECTION_to
Token,385850,PSEM,DIRECTION_to
Token,385908,PSEM,TIME_after
Token,385925,PSEM,TIME_about
Token,385942,PSEM,LOCATION_near
Token,385950,PSEM,SOURCE_outof
Token,385952,PSEM,DIRECTION_to
Token,386011,PSEM,RECIPIENT
Token,386013,PSEM,CAUSAL_instrument
Token,386023,PSEM,TIME_within_duringactivity
Token,386034,PSEM,DIRECTION_onto
Token,386038,PSEM,DIRECTION_onto
Token,386040,PSEM,TIME_within_during
Token,386060,PSEM,CAUSAL_instrument
Token,386077,PSEM,TOPIC
Token,386109,PSEM,PURPOSE
Token,386117,PSEM,CAUSAL_reason
Token,386122,PSEM,TOPIC
Token,386125,PSEM,DIRECTION_upto
Token,386144,PSEM,SOURCE_partitive
Token,386157,PSEM,RECIPIENT
Token,386179,PSEM,DIRECTION_to
Token,386202,PSEM,DIRECTION_upto
Token,386281,PSEM,TIME_within_during
Token,386287,PSEM,SOURCE_outof
Token,386296,PSEM,SOURCE_partitive
Token,386301,PSEM,CAUSAL_instrument
Token,386308,PSEM,LOCATION_within_inside
Token,386315,PSEM,TIME_within_duringlifetime
Token,386327,PSEM,PURPOSE
Token,386341,PSEM,RECIPIENT
Token,386344,PSEM,CAUSAL_instrument
Token,386350,PSEM,TIME_within_during
Token,386364,PSEM,SOURCE_partitive
Token,386408,PSEM,TIME_after
Token,386430,PSEM,CAUSAL_agent
Token,386433,PSEM,RECIPIENT
Token,386463,PSEM,LOCATION_near
Token,386494,PSEM,MANNER
Token,386502,PSEM,SOURCE_awayfrom
Token,386510,PSEM,RECIPIENT
Token,386548,PSEM,CAUSAL_agent
Token,386564,PSEM,DIRECTION_upto
Token,386629,PSEM,DIRECTION_to
Token,386667,PSEM,CAUSAL_reason
Token,386681,PSEM,LOCATION_near
Token,386687,PSEM,RECIPIENT
Token,386761,PSEM,LOCATION_within_among
Token,386787,PSEM,SOURCE_outof
Token,386805,PSEM,DIRECTION_to
Token,386812,PSEM,LOCATION_over
Token,386820,PSEM,CAUSAL_reason
Token,386826,PSEM,SOURCE_outof
Token,386839,PSEM,LOCATION_on
Token,386843,PSEM,RECIPIENT
Token,386863,PSEM,BENEFICIARY_behalf
Token,386907,PSEM,LOCATION_within_inside
Token,386957,PSEM,PURPOSE
Token,386979,PSEM,CAUSAL_agent
Token,387019,PSEM,DIRECTION_upto
Token,387087,PSEM,DIRECTION_to
Token,387120,PSEM,DIRECTION_onto
Token,387136,PSEM,DIRECTION_onto
Token,387155,PSEM,TOPIC
Token,387163,PSEM,SOURCE_outof
Token,387167,PSEM,LOCATION_around
Token,387187,PSEM,SOURCE_outof
Token,387207,PSEM,TIME_after
Token,387219,PSEM,RECIPIENT
Token,387229,PSEM,LOCATION_within_among
Token,387233,PSEM,RECIPIENT
Token,387273,PSEM,TIME_within_duringactivity
Token,387281,PSEM,CAUSAL_instrument
Token,387317,PSEM,TIME_after
Token,387355,PSEM,PURPOSE
Token,387370,PSEM,MANNER
Token,387385,PSEM,SOURCE_outof
Token,387388,PSEM,MANNER
Token,387432,PSEM,DIRECTION_after
Token,387452,PSEM,LOCATION_within_among
Token,387483,PSEM,TIME_within_distributive
Token,387527,PSEM,TIME_within_during
Token,387533,PSEM,SOURCE_outof
Token,387544,PSEM,RECIPIENT
Token,387553,PSEM,RECIPIENT
Token,387638,PSEM,DIRECTION_to
Token,387664,PSEM,CAUSAL_reason
Token,387675,PSEM,CAUSAL_instrument
Token,387679,PSEM,CAUSAL_instrument
Token,387710,PSEM,TIME_within_during
Token,387729,PSEM,TIME_within_during
Token,387795,PSEM,CAUSAL_agent
Token,387835,PSEM,RECIPIENT
Token,387848,PSEM,PURPOSE
Token,387854,PSEM,PURPOSE
Token,387856,PSEM,DIRECTION_upto
Token,387878,PSEM,PURPOSE
Token,387888,PSEM,PATH
Token,387910,PSEM,BENEFICIARY_malefactive
Token,387931,PSEM,BENEFICIARY_malefactive
Token,387950,PSEM,MANNER
Token,387983,PSEM,BENEFICIARY_malefactive
Token,387993,PSEM,TOPIC
Token,387998,PSEM,TOPIC
Token,388010,PSEM,CAUSAL_instrument
Token,388114,PSEM,DIRECTION_onto
Token,388144,PSEM,DIRECTION_to
Token,388173,PSEM,LOCATION_near
Token,388179,PSEM,DIRECTION_to
Token,388230,PSEM,DIRECTION_to
Token,388250,PSEM,TIME_within_duringlifetime
Token,388300,PSEM,SOURCE_outof
Token,388376,PSEM,CAUSAL_instrument
Token,388391,PSEM,LOCATION_within_distributive
Token,388401,PSEM,TOPIC
Token,388416,PSEM,LOCATION_within_inside
Token,388438,PSEM,PURPOSE
Token,388455,PSEM,RECIPIENT
Token,388477,PSEM,SOURCE_outof
Token,388508,PSEM,BENEFICIARY_malefactive
Token,388519,PSEM,SOURCE_partitive
Token,388521,PSEM,DIRECTION_to
Token,388537,PSEM,CAUSAL_agent
Token,388565,PSEM,CAUSAL_agent
Token,388581,PSEM,RECIPIENT
Token,388588,PSEM,SOURCE_partitive
Token,388627,PSEM,RECIPIENT
Token,388636,PSEM,TIME_from
Token,388639,PSEM,LOCATION_within_among
Token,388644,PSEM,CAUSAL_instrument
Token,388698,PSEM,DIRECTION_onto
Token,388714,PSEM,CAUSAL_instrument
Token,388722,PSEM,MANNER
Token,388747,PSEM,LOCATION_within_among
Token,388750,PSEM,CAUSAL_instrument
Token,388753,PSEM,TIME_after
Token,388794,PSEM,TIME_after
Token,388828,PSEM,LOCATION_on
Token,388834,PSEM,LOCATION_on
Token,388842,PSEM,TIME_from
Token,388855,PSEM,DIRECTION_to
Token,388880,PSEM,TIME_from
Token,388883,PSEM,LOCATION_within_distributive
Token,388892,PSEM,TIME_within_distributive
Token,388930,PSEM,LOCATION_within_among
Token,388946,PSEM,LOCATION_within_distributive
Token,388986,PSEM,DIRECTION_to
Token,389001,PSEM,BENEFICIARY_behalf
Token,389018,PSEM,CAUSAL_instrument
Token,389037,PSEM,ABSENCE
Token,389051,PSEM,SOURCE_partitive
Token,389079,PSEM,TOPIC
Token,389093,PSEM,CAUSAL_instrument
Token,389106,PSEM,MANNER
Token,389111,PSEM,DIRECTION_to
Token,389135,PSEM,TIME_after
Token,389140,PSEM,RECIPIENT
Token,389149,PSEM,LOCATION_within_distributive
Token,389187,PSEM,DIRECTION_to
Token,389224,PSEM,CAUSAL_agent
Token,389265,PSEM,CAUSAL_agent
Token,389285,PSEM,CAUSAL_reason
Token,389318,PSEM,CAUSAL_agent
Token,389338,PSEM,TIME_within_distributive
Token,389350,PSEM,CAUSAL_agent
Token,389363,PSEM,DIRECTION_to
Token,389390,PSEM,TIME_within_during
Token,389436,PSEM,SOURCE_outof
Token,389483,PSEM,DIRECTION_to
Token,389521,PSEM,CAUSAL_agent
Token,389606,PSEM,TIME_within_during
Token,389621,PSEM,CAUSAL_instrument
Token,389657,PSEM,DIRECTION_to
Token,389695,PSEM,BENEFICIARY_malefactive
Token,389743,PSEM,TIME_about
Token,389862,PSEM,TOPIC
Token,389893,PSEM,TIME_within_during
Token,389900,PSEM,SOURCE_partitive
Token,389951,PSEM,RECIPIENT
Token,389966,PSEM,MANNER
Token,389973,PSEM,RECIPIENT
Token,390030,PSEM,SOURCE_outof
Token,390040,PSEM,DIRECTION_to
Token,390069,PSEM,MANNER
Token,390076,PSEM,DIRECTION_to
Token,390079,PSEM,TIME_about
Token,390084,PSEM,SOURCE_outof
Token,390116,PSEM,SOURCE_partitive
Token,390165,PSEM,DIRECTION_to
Token,390178,PSEM,DIRECTION_to
Token,390200,PSEM,BENEFICIARY_malefactive
Token,390226,PSEM,SOURCE_outof
Token,390239,PSEM,TIME_within_during
Token,390272,PSEM,MANNER
Token,390276,PSEM,TIME_within_distributive
Token,390289,PSEM,SOURCE_partitive
Token,390308,PSEM,SOURCE_outof
Token,390318,PSEM,CAUSAL_agent
Token,390344,PSEM,DIRECTION_upto
Token,390345,PSEM,DIRECTION_to
Token,390365,PSEM,DIRECTION_upto
Token,390371,PSEM,RECIPIENT
Token,390381,PSEM,DIRECTION_to
