ID,HEAD_ID,RELATION_TAG,INFORMATION_STATUS_TAG,ANTECEDENT_ID,ANTECEDENT_HEAD_ID,ANTECEDENT_RELATION_TAG
681874,,,old,681867,,
681875,,,info_unannotatable,,,
681878,,,old,,681868,sub
681882,,,info_unannotatable,,,
681883,,,info_unannotatable,,,
681884,,,old,681878,,
681885,,,old_inact,,,
681886,,,new,,,
681887,,,info_unannotatable,,,
681888,,,info_unannotatable,,,
681891,,,new,,,
681892,,,acc_inf,681874,,
681895,,,new,,,
681900,,,non_spec,,,
681901,,,info_unannotatable,,,
681902,,,acc_inf,,681896,sub
681907,,,old,681868,,
681910,,,info_unannotatable,,,
681911,,,old,681874,,
681915,,,acc_inf,681911,,
681916,,,info_unannotatable,,,
681917,,,old,681884,,
681920,,,non_spec,,,
681923,,,info_unannotatable,,,
681924,,,old,,681919,sub
681927,,,old,,681925,sub
681929,,,acc_inf,681918,,
681930,,,old,681917,,
681932,,,old,681930,,
681935,,,info_unannotatable,,,
681937,,,info_unannotatable,,,
681939,,,acc_gen,,,
681941,,,old,681932,,
681944,,,info_unannotatable,,,
681946,,,new,,,
681947,,,old,681927,,
681949,,,acc_gen,,,
681950,,,info_unannotatable,,,
681951,,,info_unannotatable,,,
681952,,,new,,,
681953,,,new,,,
681958,,,info_unannotatable,,,
681959,,,new,,,
681960,,,new,,,
681966,,,acc_gen,,,
681967,,,old,681954,,
681973,,,info_unannotatable,,,
681974,,,acc_gen,,,
681977,,,non_spec,,,
681979,,,acc_gen,,,
681982,,,acc_inf,681974,,
681990,,,info_unannotatable,,,
681991,,,old,,681988,sub
681992,,,info_unannotatable,,,
681993,,,old_inact,,,
681996,,,new,,,
682000,,,old,,681999,sub
682001,,,info_unannotatable,,,
682002,,,acc_gen,,,
682004,,,info_unannotatable,,,
682009,,,new,,,
682012,,,new,,,
682014,,,info_unannotatable,,,
682015,,,acc_gen,,,
682017,,,info_unannotatable,,,
682018,,,acc_inf,682012,,
682023,,,new,,,
682024,,,info_unannotatable,,,
682026,,,acc_gen,,,
682028,,,acc_gen,,,
682031,,,info_unannotatable,,,
682033,,,old,682012,,
682037,,,new,,,
682039,,,new,,,
682041,,,new,,,
682042,,,acc_inf,682028,,
682045,,,acc_inf,682035,,
682046,,,old,682033,,
682050,,,old,682041,,
682051,,,quant,,,
682053,,,info_unannotatable,,,
682054,,,new,,,
682057,,,new,,,
682059,,,acc_gen,,,
682061,,,info_unannotatable,,,
682062,,,new,,,
682063,,,new,,,
682065,,,acc_gen,,,
682066,,,info_unannotatable,,,
682069,,,info_unannotatable,,,
682070,,,info_unannotatable,,,
682071,,,old_inact,,,
682072,,,new,,,
682073,,,info_unannotatable,,,
682074,,,old,682071,,
682075,,,info_unannotatable,,,
682076,,,new,,,
682077,,,old,682046,,
682079,,,old,682076,,
682082,,,acc_gen,,,
682084,,,acc_gen,,,
682086,,,old,,681954,sub
682088,,,info_unannotatable,,,
682089,,,old_inact,,,
682091,,,new,,,
682092,,,old,681947,,
682093,,,info_unannotatable,,,
682094,,,acc_inf,682086,,
682097,,,info_unannotatable,,,
682098,,,old,681949,,
682099,,,new,,,
682101,,,old,682098,,
682103,,,new,,,
682147,,,info_unannotatable,,,
682148,,,info_unannotatable,,,
682150,,,old,734937,,
682151,,,new,,,
682155,,,old,682150,,
682156,,,old,734932,,
682159,,,old,682151,,
682161,,,acc_inf,682159,,
682164,,,info_unannotatable,,,
682165,,,acc_inf,682159,,
682166,,,new,,,
682167,,,acc_inf,734926,,
682170,,,old,682074,,
682173,,,old,682084,,
682174,,,non_spec,,,
682175,,,non_spec,,,
682178,,,info_unannotatable,,,
682179,,,old,682170,,
682180,,,info_unannotatable,,,
682181,,,old,682156,,
682185,,,old,,682184,sub
682187,,,acc_inf,682185,,
682188,,,new,,,
682189,,,quant,,,
682191,,,info_unannotatable,,,
682193,,,old,682184,,
682195,,,old,682181,,
682198,,,old,682195,,
682201,,,info_unannotatable,,,
682202,,,quant,,,
682203,,,old,682185,,
682205,,,info_unannotatable,,,
682206,,,old_inact,,,
682207,,,old,734926,,
682209,,,new,,,
682211,,,info_unannotatable,,,
682214,,,new,,,
682215,,,old,682155,,
682217,,,old,682092,,
682218,,,info_unannotatable,,,
682219,,,old,682173,,
682222,,,info_unannotatable,,,
682225,,,kind,,,
682226,,,info_unannotatable,,,
682227,,,info_unannotatable,,,
682228,,,acc_inf,682219,,
682233,,,old,,682229,sub
682234,,,old,682207,,
682235,,,non_spec,,,
682237,,,non_spec,,,
682242,,,non_spec,,,
682243,,,old,682198,,
682249,,,acc_inf,682234,,
682250,,,info_unannotatable,,,
682251,,,old,682234,,
682252,,,info_unannotatable,,,
682253,,,old,682233,,
682257,,,acc_inf,682251,,
682258,,,info_unannotatable,,,
682259,,,old,682253,,
682265,,,info_unannotatable,,,
682267,,,acc_inf,734949,,
682269,,,info_unannotatable,,,
682270,,,acc_inf,682243,,
682272,,,info_unannotatable,,,
682273,,,info_unannotatable,,,
682274,,,old,682257,,
682278,,,old,682259,,
682280,,,old,682274,,
682286,,,quant,682280,,
682287,,,info_unannotatable,,,
682289,,,quant,682280,,
682290,,,old,682289,,
682291,,,info_unannotatable,,,
682294,,,info_unannotatable,,,
682296,,,new,,,
682298,,,info_unannotatable,,,
682299,,,old,,682297,sub
682301,,,info_unannotatable,,,
682303,,,info_unannotatable,,,
682304,,,acc_inf,682251,,
682306,,,info_unannotatable,,,
682308,,,new,,,
682311,,,info_unannotatable,,,
682312,,,old,682299,,
682315,,,info_unannotatable,,,
682317,,,info_unannotatable,,,
682318,,,info_unannotatable,,,
682319,,,info_unannotatable,,,
682320,,,acc_gen,,,
682325,,,old,682320,,
682326,,,new,,,
682327,,,info_unannotatable,,,
682328,,,info_unannotatable,,,
682354,,,old,682329,,
682355,,,old,,682288,sub
682362,,,acc_inf,682323,,
682366,,,old,682355,,
682367,,,new,,,
682368,,,info_unannotatable,,,
682371,,,acc_gen,,,
682374,,,old,792669,,
682375,,,info_unannotatable,,,
682376,,,acc_inf,682329,,
682378,,,old,682320,,
682380,,,info_unannotatable,,,
682381,,,old,682297,,
682384,,,new,,,
682385,,,old,792663,,
682389,,,new,,,
682391,,,old,682278,,
682396,,,old,682267,,
682398,,,old,682385,,
682400,,,old,,682397,sub
682401,,,new,,,
682404,,,new,,,
682406,,,old,682398,,
682407,,,info_unannotatable,,,
682412,,,old,682391,,
682414,,,old,682400,,
682416,,,info_unannotatable,,,
682418,,,info_unannotatable,,,
682419,,,non_spec,,,
682420,,,info_unannotatable,,,
682421,,,old,682414,,
682424,,,old,682419,,
682425,,,new,,,
682429,,,acc_gen,,,
682432,,,old,,682418,sub
682462,,,info_unannotatable,,,
682468,,,new,,,
682469,,,acc_gen,,,
682473,,,new,,,
682474,,,old,,756126,sub
682478,,,old,682374,,
682482,,,new,,,
682484,,,old,682412,,
682486,,,acc_inf,682482,,
682487,,,info_unannotatable,,,
682493,,,info_unannotatable,,,
682494,,,old,682479,,
682496,,,info_unannotatable,,,
682498,,,acc_inf,,682479,sub
682501,,,old,682474,,
682503,,,old,682501,,
682505,,,info_unannotatable,,,
682506,,,acc_inf,682503,,
682507,,,acc_inf,682503,,
682509,,,info_unannotatable,,,
682513,,,info_unannotatable,,,
682515,,,info_unannotatable,,,
682516,,,info_unannotatable,,,
682518,,,info_unannotatable,,,
682524,,,info_unannotatable,,,
682525,,,new,,,
682526,,,info_unannotatable,,,
682528,,,info_unannotatable,,,
682529,,,new,,,
682530,,,acc_gen,,,
682533,,,new,,,
682534,,,old,682396,,
682535,,,info_unannotatable,,,
682538,,,info_unannotatable,,,
682540,,,old,682539,,
682541,,,old,,682522,sub
682545,,,old,682541,,
682546,,,info_unannotatable,,,
682547,,,info_unannotatable,,,
682550,,,info_unannotatable,,,
682551,,,old,682540,,
682553,,,old,682424,,
682556,,,info_unannotatable,,,
682564,,,new,,,
682565,,,old,682530,,
682568,,,old,682565,,
682570,,,info_unannotatable,,,
682571,,,non_spec,682568,,
682572,,,old,682568,,
682587,,,old,,682581,sub
682590,,,info_unannotatable,,,
682594,,,info_unannotatable,,,
682600,,,old,682551,,
682606,,,new,,,
682608,,,old,,682602,sub
682610,,,info_unannotatable,,,
682612,,,acc_gen,,,
682614,,,info_unannotatable,,,
682617,,,old_inact,,,
682619,,,old_inact,,,
682621,,,old_inact,,,
682623,,,info_unannotatable,,,
682644,,,acc_gen,,,
682648,,,non_spec,,,
682650,,,new,,,
682651,,,non_spec_inf,682648,,
682655,,,non_spec,,,
682656,,,non_spec_old,682648,,
682659,,,non_spec_old,682656,,
682662,,,non_spec_inf,682659,,
682665,,,non_spec_inf,682659,,
682668,,,old,682666,,
682673,,,non_spec,,,
682675,,,old,,854858,sub
682676,,,old,,682625,sub
682679,,,new,,,
682686,,,old,682617,,
682688,,,new,,,
682690,,,old,682686,,
682691,,,new,,,
682693,,,old,682686,,
682697,,,old,682621,,
682698,,,info_unannotatable,,,
682700,,,old,,682683,sub
682701,,,info_unannotatable,,,
682702,,,old,,682699,sub
682703,,,info_unannotatable,,,
682706,,,old_inact,,,
682709,,,old,682702,,
682711,,,acc_inf,682709,,
682712,,,info_unannotatable,,,
682716,,,info_unannotatable,,,
682721,,,old,682706,,
682722,,,new,,,
682723,,,old,,682596,sub
682726,,,info_unannotatable,,,
682727,,,info_unannotatable,,,
682728,,,old,682725,,
682732,,,info_unannotatable,,,
682733,,,acc_inf,,682720,sub
682734,,,info_unannotatable,,,
682735,,,info_unannotatable,,,
682736,,,old_inact,,,
682738,,,old,682737,,
682740,,,old,682700,,
682741,,,acc_inf,682740,,
682743,,,info_unannotatable,,,
682745,,,info_unannotatable,,,
682747,,,info_unannotatable,,,
682749,,,info_unannotatable,,,
682750,,,info_unannotatable,,,
682751,,,old,682612,,
682753,,,old,682693,,
682755,,,old,682753,,
682756,,,old,682691,,
682762,,,info_unannotatable,,,
682763,,,info_unannotatable,,,
682764,,,non_spec,,,
682765,,,old,,682737,sub
682766,,,info_unannotatable,,,
682768,,,old,682741,,
682771,,,acc_inf,682765,,
682774,,,non_spec,,,
682775,,,info_unannotatable,,,
682776,,,new,,,
682777,,,old,682765,,
682778,,,info_unannotatable,,,
682781,,,quant,682768,,
682782,,,info_unannotatable,,,
682783,,,info_unannotatable,,,
682786,,,old,682784,,
682788,,,old,682777,,
682791,,,old,682776,,
682792,,,info_unannotatable,,,
682793,,,quant,682768,,
682794,,,info_unannotatable,,,
682802,,,acc_inf,,682795,sub
682803,,,info_unannotatable,,,
682804,,,old,682783,,
682807,,,old,,682759,sub
682808,,,acc_inf,682807,,
682809,,,info_unannotatable,,,
682810,,,info_unannotatable,,,
682816,,,info_unannotatable,,,
682817,,,old,,682795,sub
682818,,,acc_inf,682817,,
682819,,,acc_inf,682817,,
682820,,,acc_inf,682817,,
682824,,,info_unannotatable,,,
682827,,,info_unannotatable,,,
682832,,,old,682817,,
682833,,,old,682771,,
682835,,,info_unannotatable,,,
682836,,,acc_inf,,682828,sub
682838,,,info_unannotatable,,,
682839,,,info_unannotatable,,,
682841,,,info_unannotatable,,,
682843,,,info_unannotatable,,,
682847,,,old,,682822,sub
682848,,,old,682755,,
682849,,,new,,,
682884,,,info_unannotatable,,,
682886,,,new,,,
682888,,,old_inact,,,
682890,,,non_spec,,,
682897,,,info_unannotatable,,,
682898,,,info_unannotatable,,,
682899,,,old,682888,,
682900,,,old,682832,,
682902,,,info_unannotatable,,,
682906,,,info_unannotatable,,,
682908,,,info_unannotatable,,,
682910,,,old,,682853,sub
682916,,,old,,682905,sub
682921,,,new,,,
682924,,,old,682921,,
682925,,,non_spec,,,
682926,,,old,,682828,sub
682930,,,old,,682914,sub
682931,,,new,,,
682934,,,quant,682931,,
682936,,,acc_inf,,682919,sub
682939,,,old,682931,,
682940,,,new,,,
682942,,,new,,,
682945,,,new,,,
682950,,,old,682930,,
682955,,,acc_inf,682950,,
682956,,,acc_inf,682950,,
682959,,,old,682950,,
682961,,,info_unannotatable,,,
682963,,,old,682939,,
682972,,,info_unannotatable,,,
682973,,,old,1053561,,
682978,,,info_unannotatable,,,
682981,,,old,682900,,
682983,,,old,682963,,
682990,,,info_unannotatable,,,
682991,,,old,682983,,
682992,,,new,,,
682994,,,info_unannotatable,,,
683081,,,old,856477,,
683083,,,old,,756549,sub
683091,,,old,683086,,
683093,,,old,756545,,
683096,,,old,,683094,sub
683097,,,info_unannotatable,,,
683098,,,old,683094,,
683100,,,non_spec,,,
683104,,,info_unannotatable,,,
683105,,,old,683101,,
683110,,,old,683093,,
683111,,,info_unannotatable,,,
683112,,,old,683109,,
683113,,,old,,683108,sub
683114,,,old_inact,,,
683115,,,old_inact,,,
683121,,,quant,,,
683123,,,info_unannotatable,,,
683124,,,old,683117,,
683128,,,acc_inf,,683126,sub
683130,,,old,683113,,
683133,,,info_unannotatable,,,
683134,,,info_unannotatable,,,
683135,,,new,,,
683138,,,old,683128,,
683144,,,old,683135,,
683146,,,info_unannotatable,,,
683147,,,acc_inf,761728,,
683167,,,info_unannotatable,,,
683168,,,new,,,
683171,,,info_unannotatable,,,
683172,,,old,761728,,
683173,,,quant,,,
683175,,,info_unannotatable,,,
683180,,,old,,683177,sub
683182,,,info_unannotatable,,,
683185,,,non_spec,,,
683186,,,info_unannotatable,,,
683187,,,old,683177,,
683189,,,info_unannotatable,,,
683190,,,acc_inf,683180,,
683194,,,new,,,
683195,,,info_unannotatable,,,
683196,,,info_unannotatable,,,
683200,,,new,,,
683201,,,info_unannotatable,,,
683202,,,info_unannotatable,,,
683203,,,acc_inf,,683198,sub
683208,,,old,,683205,sub
683216,,,info_unannotatable,,,
683218,,,acc_inf,,683209,sub
683219,,,info_unannotatable,,,
683222,,,info_unannotatable,,,
683223,,,acc_inf,,683220,sub
683224,,,info_unannotatable,,,
683225,,,acc_inf,,683220,sub
683227,,,new,,,
683228,,,new,,,
683234,,,old,,683233,sub
683236,,,old,856485,,
683237,,,acc_inf,683234,,
683239,,,acc_inf,683234,,
683241,,,acc_inf,683234,,
683243,,,acc_inf,683234,,
683244,,,info_unannotatable,,,
683246,,,info_unannotatable,,,
683247,,,info_unannotatable,,,
683248,,,non_spec,,,
683253,,,old,683236,,
683255,,,info_unannotatable,,,
683256,,,acc_inf,683249,,
683259,,,info_unannotatable,,,
683260,,,info_unannotatable,,,
683261,,,old,,756585,sub
683263,,,acc_gen,,,
683265,,,old,683263,,
683266,,,new,,,
683267,,,new,,,
683268,,,old,,683257,sub
683271,,,old,683115,,
683273,,,info_unannotatable,,,
683275,,,new,,,
683276,,,acc_inf,683271,,
683278,,,acc_inf,683271,,
683282,,,non_spec,,,
683284,,,old,683265,,
683286,,,info_unannotatable,,,
683287,,,info_unannotatable,,,
683289,,,old,683253,,
683290,,,acc_inf,683172,,
683291,,,info_unannotatable,,,
683293,,,new,,,
683294,,,old,683284,,
683295,,,info_unannotatable,,,
683298,,,info_unannotatable,,,
683299,,,old,683290,,
683302,,,info_unannotatable,,,
683303,,,info_unannotatable,,,
683306,,,old,756600,,
683311,,,info_unannotatable,,,
683312,,,old,683261,,
683314,,,old_inact,,,
683319,,,info_unannotatable,,,
683322,,,new,,,
683323,,,info_unannotatable,,,
683324,,,acc_inf,683314,,
683327,,,old,,683307,sub
683329,,,old,683327,,
683330,,,old,683201,,
683332,,,old,683330,,
683335,,,old,683312,,
683336,,,old,683172,,
683338,,,old,683329,,
683340,,,old,683332,,
683341,,,old,683324,,
683344,,,quant,683340,,
683347,,,old,683325,,
683350,,,info_unannotatable,,,
683351,,,info_unannotatable,,,
683352,,,acc_inf,683347,,
683354,,,new,,,
683357,,,info_unannotatable,,,
683358,,,new,,,
683359,,,old_inact,,,
683360,,,old,683289,,
683363,,,non_spec,,,
683365,,,old,683360,,
683369,,,quant,,,
683370,,,info_unannotatable,,,
683373,,,info_unannotatable,,,
683374,,,info_unannotatable,,,
683376,,,old,683336,,
683380,,,old,683376,,
683384,,,old_inact,,,
683385,,,old,683380,,
683389,,,info_unannotatable,,,
683392,,,info_unannotatable,,,
683393,,,old,,683386,sub
683395,,,old,,683390,sub
683398,,,old,683385,,
683401,,,info_unannotatable,,,
683402,,,info_unannotatable,,,
683403,,,quant,683400,,
683404,,,new,,,
683407,,,old,683271,,
683410,,,info_unannotatable,,,
683411,,,old,683294,,
683413,,,new,,,
683415,,,info_unannotatable,,,
683416,,,old,,683400,sub
683417,,,new,,,
683419,,,new,,,
683420,,,new,,,
683421,,,new,,,
683425,,,old,683393,,
683426,,,new,,,
683427,,,old,683407,,
683428,,,new,,,
683465,,,info_unannotatable,,,
683466,,,old,,683464,sub
683469,,,old_inact,,,
683471,,,info_unannotatable,,,
683472,,,old,683425,,
683474,,,old_inact,,,
683477,,,info_unannotatable,,,
683479,,,non_spec,,,
683480,,,info_unannotatable,,,
683481,,,old,683472,,
683483,,,old,,683476,sub
683484,,,old_inact,,,
683490,,,old,756655,,
683491,,,old,683429,,
683492,,,old,683428,,
683494,,,old,,683487,sub
683495,,,info_unannotatable,,,
683496,,,old,683481,,
683497,,,acc_inf,683496,,
683501,,,old,683398,,
683552,,,acc_inf,794862,,
683554,,,acc_inf,794862,,
683558,,,info_unannotatable,,,
683559,,,acc_inf,794861,,
683563,,,acc_inf,794861,,
683564,,,info_unannotatable,,,
683566,,,old,794861,,
683569,,,acc_inf,683566,,
683570,,,info_unannotatable,,,
683572,,,new,,,
683573,,,acc_inf,683566,,
683599,,,old,797163,,
683603,,,old,794854,,
683604,,,new,,,
683605,,,info_unannotatable,,,
683606,,,old,797155,,
683608,,,old,683600,,
683611,,,acc_inf,683606,,
683613,,,info_unannotatable,,,
683614,,,old,797160,,
683616,,,old,683614,,
683617,,,old,,683615,sub
683618,,,new,,,
683622,,,info_unannotatable,,,
683623,,,info_unannotatable,,,
683626,,,old,,683624,sub
683628,,,old,,683621,sub
683629,,,new,,,
683634,,,acc_gen,,,
683636,,,new,,,
683638,,,info_unannotatable,,,
683639,,,acc_inf,,683631,sub
683640,,,old,683626,,
683641,,,new,,,
683643,,,new,,,
683645,,,old,797149,,
683646,,,info_unannotatable,,,
683647,,,old,,683644,sub
683649,,,old,683640,,
683651,,,info_unannotatable,,,
683653,,,old,683645,,
683654,,,old_inact,,,
683656,,,info_unannotatable,,,
683657,,,old,,683655,sub
683658,,,old_inact,,,
683659,,,info_unannotatable,,,
683660,,,old,683501,,
683661,,,old_inact,,,
683667,,,info_unannotatable,,,
683668,,,info_unannotatable,,,
683669,,,quant,,,
683671,,,old_inact,,,
683672,,,old,,683663,sub
683673,,,old,683649,,
683687,,,info_unannotatable,,,
683688,,,info_unannotatable,,,
683690,,,non_spec,,,
683693,,,old_inact,,,
683694,,,info_unannotatable,,,
683695,,,new,,,
683698,,,info_unannotatable,,,
683700,,,old,,757251,sub
683701,,,new,,,
683705,,,new,,,
683706,,,old,683695,,
683710,,,acc_inf,683706,,
683711,,,acc_inf,683706,,
683713,,,non_spec,,,
683721,,,info_unannotatable,,,
683722,,,old_inact,,,
683726,,,info_unannotatable,,,
683729,,,new,,,
683731,,,old,683713,,
683734,,,acc_inf,683711,,
683737,,,new,,,
683738,,,old,683706,,
683741,,,new,,,
683743,,,acc_inf,,683740,sub
683746,,,old,,683745,sub
683749,,,info_unannotatable,,,
683750,,,info_unannotatable,,,
683751,,,new,,,
683753,,,old,683693,,
683755,,,info_unannotatable,,,
683756,,,old,683729,,
683758,,,acc_inf,683746,,
683760,,,info_unannotatable,,,
683761,,,info_unannotatable,,,
683762,,,old,683746,,
683764,,,new,,,
683767,,,kind,,,
683773,,,new,,,
683774,,,acc_gen,,,
683779,,,acc_gen,,,
683783,,,non_spec,,,
683843,,,old,,761777,sub
683844,,,info_unannotatable,,,
683845,,,acc_inf,683843,,
683846,,,info_unannotatable,,,
683848,,,new,,,
683850,,,acc_inf,683845,,
683852,,,old,761775,,
683855,,,old,683852,,
683858,,,old,,683851,sub
683860,,,info_unannotatable,,,
683863,,,old,683858,,
683864,,,old,683845,,
683866,,,old,761779,,
683867,,,old,761743,,
683873,,,info_unannotatable,,,
683874,,,info_unannotatable,,,
683875,,,old,683866,,
683876,,,info_unannotatable,,,
683878,,,old,761772,,
683880,,,old,683864,,
683882,,,info_unannotatable,,,
683887,,,info_unannotatable,,,
683889,,,non_spec,,,
683890,,,old,683863,,
683893,,,old,683878,,
683895,,,acc_inf,683890,,
683898,,,old,683875,,
683899,,,info_unannotatable,,,
683902,,,old,761782,,
683903,,,info_unannotatable,,,
683907,,,new,,,
683909,,,info_unannotatable,,,
683910,,,old,683890,,
683912,,,info_unannotatable,,,
683913,,,info_unannotatable,,,
683916,,,info_unannotatable,,,
683917,,,old,683898,,
683921,,,info_unannotatable,,,
683924,,,old,683917,,
683925,,,old,683867,,
683926,,,info_unannotatable,,,
683929,,,info_unannotatable,,,
683930,,,old,683913,,
683933,,,info_unannotatable,,,
683936,,,old_inact,,,
683937,,,old_inact,,,
683942,,,info_unannotatable,,,
683943,,,new,,,
683945,,,acc_gen,,,
683952,,,info_unannotatable,,,
683953,,,info_unannotatable,,,
683956,,,new,,,
683961,,,info_unannotatable,,,
683962,,,info_unannotatable,,,
683963,,,old,683924,,
683966,,,old,683943,,
683969,,,info_unannotatable,,,
683970,,,old,683968,,
683972,,,new,,,
683973,,,new,,,
683976,,,new,,,
683977,,,acc_gen,,,
683978,,,old,683963,,
684040,,,old,,856973,sub
684043,,,old,856965,,
684046,,,new,,,
684048,,,acc_inf,684040,,
684051,,,info_unannotatable,,,
684053,,,acc_inf,684043,,
684055,,,acc_inf,684040,,
684058,,,acc_gen,,,
684063,,,info_unannotatable,,,
684064,,,acc_inf,,684061,sub
684069,,,old,,684065,sub
684071,,,old,684043,,
684072,,,non_spec,,,
684074,,,acc_inf,,684073,sub
684075,,,acc_inf,,684073,sub
684077,,,info_unannotatable,,,
684079,,,new,,,
684082,,,old,684079,,
684084,,,new,,,
684086,,,info_unannotatable,,,
684088,,,acc_inf,684046,,
684092,,,old,856971,,
684094,,,info_unannotatable,,,
684095,,,info_unannotatable,,,
684096,,,quant,684092,,
684098,,,acc_inf,684092,,
684099,,,info_unannotatable,,,
684101,,,new,,,
684103,,,old,684092,,
684105,,,info_unannotatable,,,
684107,,,info_unannotatable,,,
684108,,,old,856967,,
684109,,,new,,,
684111,,,info_unannotatable,,,
684113,,,info_unannotatable,,,
684114,,,acc_inf,684046,,
684116,,,old,,684091,sub
684118,,,info_unannotatable,,,
684120,,,quant,,,
684121,,,info_unannotatable,,,
684122,,,non_spec_inf,684120,,
684124,,,new,,,
684127,,,quant,,,
684128,,,new,,,
684129,,,info_unannotatable,,,
684130,,,info_unannotatable,,,
684133,,,old,684064,,
684134,,,info_unannotatable,,,
684136,,,old,684133,,
684137,,,acc_inf,684071,,
684139,,,acc_inf,684136,,
684142,,,old,684103,,
684143,,,old,684109,,
684145,,,old,684143,,
684147,,,acc_inf,684136,,
684149,,,info_unannotatable,,,
684150,,,old,684142,,
684151,,,info_unannotatable,,,
684153,,,old,684150,,
684156,,,old,684134,,
684161,,,old,684153,,
684162,,,quant,,,
684164,,,new,,,
684165,,,old,684139,,
684170,,,acc_inf,684165,,
684171,,,old,684170,,
684178,,,acc_inf,684161,,
684184,,,quant,,684183,sub
684188,,,non_spec_inf,684184,,
684190,,,old,684162,,
684191,,,non_spec_inf,684184,,
684195,,,non_spec_inf,684184,,
684198,,,acc_inf,,684183,sub
684201,,,info_unannotatable,,,
684205,,,new,,,
684209,,,info_unannotatable,,,
684210,,,info_unannotatable,,,
684211,,,info_unannotatable,,,
684212,,,old,,684183,sub
684216,,,old,684205,,
684219,,,old,,684152,sub
684220,,,old_inact,,,
684222,,,old_inact,,,
684224,,,info_unannotatable,,,
684228,,,new,,,
684229,,,old,,684214,sub
684236,,,info_unannotatable,,,
684237,,,old,684219,,
684239,,,acc_inf,684237,,
684244,,,old,684242,,
684246,,,old,684229,,
684248,,,info_unannotatable,,,
684249,,,old,684216,,
684250,,,old,684246,,
684255,,,old,684156,,
684278,,,old,684255,,
684287,,,old,761789,,
684288,,,new,,,
684291,,,acc_inf,,684290,sub
684292,,,old,684291,,
684295,,,info_unannotatable,,,
684296,,,old,684249,,
684298,,,acc_inf,,684290,sub
684299,,,info_unannotatable,,,
684300,,,old_inact,,,
684302,,,old_inact,,,
684303,,,info_unannotatable,,,
684304,,,old,684298,,
684307,,,info_unannotatable,,,
684309,,,old,684278,,
684312,,,info_unannotatable,,,
684315,,,info_unannotatable,,,
684319,,,old,,684290,sub
684321,,,non_spec,,,
684364,,,old,1190951,,
684365,,,acc_inf,,1190968,sub
684367,,,old,1190979,,
684371,,,old_inact,,,
684372,,,new,,,
684374,,,new,,,
684375,,,info_unannotatable,,,
684376,,,info_unannotatable,,,
684420,,,old_inact,,,
684421,,,info_unannotatable,,,
684422,,,acc_gen,,,
684423,,,non_spec,,,
684424,,,non_spec,,,
684428,,,old,761333,,
684429,,,non_spec,,,
684432,,,info_unannotatable,,,
684433,,,non_spec,,,
684435,,,old,,684434,sub
684437,,,info_unannotatable,,,
684438,,,old,684420,,
684439,,,info_unannotatable,,,
684440,,,info_unannotatable,,,
684442,,,old,684428,,
684444,,,old,684438,,
684445,,,info_unannotatable,,,
684448,,,info_unannotatable,,,
684449,,,quant,684444,,
684450,,,old,684442,,
684453,,,old,684450,,
684454,,,info_unannotatable,,,
684455,,,quant,,,
684456,,,new,,,
684458,,,new,,,
684460,,,new,,,
684461,,,info_unannotatable,,,
684462,,,old,684444,,
684464,,,old,684458,,
684466,,,old,684462,,
684468,,,info_unannotatable,,,
684470,,,old,,684469,sub
684472,,,info_unannotatable,,,
684473,,,acc_inf,684466,,
684479,,,info_unannotatable,,,
684482,,,old,,684480,sub
684484,,,info_unannotatable,,,
684485,,,new,,,
684489,,,info_unannotatable,,,
684490,,,acc_inf,684466,,
684494,,,info_unannotatable,,,
684496,,,old,,684492,sub
684498,,,acc_inf,,684488,sub
684499,,,acc_inf,,684488,sub
684500,,,new,,,
684502,,,info_unannotatable,,,
684503,,,old,,684488,sub
684562,,,old,793225,,
684564,,,old,,684505,sub
684565,,,info_unannotatable,,,
684568,,,new,,,
684570,,,new,,,
684576,,,old,684564,,
684583,,,info_unannotatable,,,
684584,,,info_unannotatable,,,
684586,,,quant,793218,,
684587,,,info_unannotatable,,,
684588,,,non_spec_inf,684586,,
684589,,,non_spec_inf,684586,,
684590,,,non_spec_inf,684586,,
684592,,,info_unannotatable,,,
684593,,,info_unannotatable,,,
684595,,,old,793218,,
684596,,,old_inact,,,
684597,,,old_inact,,,
684598,,,info_unannotatable,,,
684599,,,acc_inf,684597,,
684600,,,info_unannotatable,,,
684601,,,info_unannotatable,,,
684608,,,info_unannotatable,,,
684609,,,acc_inf,,684603,sub
684612,,,quant,,,
684615,,,acc_inf,,684605,sub
684617,,,old_inact,,,
684620,,,old,,684603,sub
684621,,,info_unannotatable,,,
684622,,,new,,,
684624,,,old,,684616,sub
684625,,,new,,,
684626,,,new,,,
684632,,,old,684631,,
684633,,,info_unannotatable,,,
684635,,,info_unannotatable,,,
684639,,,info_unannotatable,,,
684640,,,new,,,
684641,,,info_unannotatable,,,
684642,,,old,684595,,
684647,,,new,,,
684648,,,acc_inf,684640,,
684649,,,old,793224,,
684651,,,info_unannotatable,,,
684652,,,old,793221,,
684654,,,info_unannotatable,,,
684655,,,info_unannotatable,,,
684656,,,acc_inf,684649,,
684657,,,info_unannotatable,,,
684658,,,old,684642,,
684659,,,new,,,
684663,,,acc_gen,,,
684665,,,old,,684623,sub
684668,,,old_inact,,,
684670,,,old_inact,,,
684673,,,acc_inf,684668,,
684677,,,info_unannotatable,,,
684678,,,acc_inf,684670,,
684679,,,info_unannotatable,,,
684699,,,old_inact,,,
